event_id,tail_number,component_code,base_code,event_type,failure_mode,severity,flight_hours_at_failure,failed_at,repaired_at,labor_cost,parts_cost
199,PP-044,HYD-PUMP,LIS,scheduled,,,,2020-11-05 08:12:53.624733525,2020-11-05 09:42:52.725988342,224.96,826.73
200,PP-044,GEN,LIS,scheduled,,,,2020-11-05 08:42:02.413996744,2020-11-05 10:35:46.970083409,284.36,489.07
201,PP-044,NLG-STRUT,LIS,scheduled,,,,2020-11-05 08:49:56.203989981,2020-11-05 10:19:44.621343057,224.52,37.56
202,PP-044,MLG-ACT,LIS,scheduled,,,,2020-11-05 09:16:18.762717340,2020-11-05 10:37:30.274277152,202.98,2467.41
203,PP-022,FMC,LIS,scheduled,,,,2020-11-11 06:02:29.308693415,2020-11-11 07:27:53.235845059,213.5,1307.54
204,PP-022,GEN,LIS,scheduled,,,,2020-11-11 06:12:43.604375949,2020-11-11 06:59:59.556526917,118.16,1095.35
205,PP-022,FUEL-CTRL,LIS,scheduled,,,,2020-11-11 06:12:44.167006292,2020-11-11 07:40:55.240973492,220.46,1285.63
206,PP-022,CAB-PRESS,LIS,scheduled,,,,2020-11-11 06:50:17.983711180,2020-11-11 08:32:01.841871931,254.33,295.33
207,PP-022,BATT,LIS,scheduled,,,,2020-11-11 07:01:18.946441259,2020-11-11 08:13:48.849175320,181.25,245.76
208,PP-022,FUEL-PUMP,LIS,scheduled,,,,2020-11-11 07:14:44.252969374,2020-11-11 08:14:29.238153702,149.37,454.3
209,PP-022,WING-SENS,LIS,scheduled,,,,2020-11-11 07:31:28.842268791,2020-11-11 09:13:47.085104436,255.76,72.41
210,PP-022,HYD-PUMP,LIS,scheduled,,,,2020-11-11 07:36:53.417486070,2020-11-11 08:42:14.958343914,163.4,150.82
211,PP-022,APU-START,LIS,scheduled,,,,2020-11-11 07:47:32.115302455,2020-11-11 09:47:22.546584601,299.6,479.04
212,PP-022,ELEV-TRIM,LIS,scheduled,,,,2020-11-11 08:23:29.394680975,2020-11-11 10:11:23.469712053,269.75,304.63
213,PP-022,AIL-ACT,LIS,scheduled,,,,2020-11-11 09:35:48.833712249,2020-11-11 10:55:23.109189084,198.93,657.54
214,PP-022,ENG-CORE,LIS,scheduled,,,,2020-11-11 09:39:04.863797719,2020-11-11 11:27:32.854855658,271.17,26020.8
215,PP-022,MLG-ACT,LIS,scheduled,,,,2020-11-11 09:43:31.334297903,2020-11-11 11:26:56.658298504,258.56,1031.65
216,PP-022,BRAKE-ASM,LIS,scheduled,,,,2020-11-11 09:46:49.402459823,2020-11-11 11:17:01.991836783,225.52,179.18
217,PP-022,NLG-STRUT,LIS,scheduled,,,,2020-11-11 09:59:15.282275774,2020-11-11 10:32:59.268038209,84.33,369.24
218,PP-029,FMC,JNB,failure,connector corrosion,major,731.1,2020-11-11 14:27:04.266165201,2020-11-11 19:07:42.877094146,679.88,20204.43
219,PP-020,APU-START,GRU,failure,motor burnout,minor,952.1,2020-11-13 06:22:21.765999848,2020-11-14 01:02:11.127184593,2658.33,10529.42
220,PP-003,WING-SENS,JNB,failure,connector corrosion,minor,780.9,2020-11-13 20:18:37.308765232,2020-11-13 23:19:14.283427818,425.98,1405.4
221,PP-038,HYD-PUMP,JNB,failure,seal leak,major,134.7,2020-11-15 08:44:37.943950555,2020-11-15 22:03:15.155153275,2132.4,16805.34
222,PP-011,BATT,JNB,failure,capacity loss,minor,1180.3,2020-11-17 21:07:29.813546092,2020-11-17 22:54:01.868341856,252.41,1831.13
223,PP-035,FMC,GRU,failure,software fault,major,14.2,2020-11-22 03:45:30.363876078,2020-11-22 08:34:11.539771732,681.02,37933.37
224,PP-027,NLG-STRUT,GRU,scheduled,,,,2020-11-22 06:27:22.981724984,2020-11-22 07:58:09.451536255,226.94,61.65
225,PP-027,ENG-CORE,GRU,scheduled,,,,2020-11-22 06:36:55.277211668,2020-11-22 08:25:05.733401392,270.44,28431.55
226,PP-027,ELEV-TRIM,GRU,scheduled,,,,2020-11-22 06:43:26.054025257,2020-11-22 08:06:19.126958537,207.21,345.02
227,PP-027,BRAKE-ASM,GRU,scheduled,,,,2020-11-22 06:44:06.135318461,2020-11-22 07:43:04.302354607,147.42,643.48
228,PP-027,APU-START,GRU,scheduled,,,,2020-11-22 07:05:40.178693628,2020-11-22 08:22:07.377307137,191.13,136.83
229,PP-027,AIL-ACT,GRU,scheduled,,,,2020-11-22 07:11:17.533306470,2020-11-22 08:30:19.269175504,197.57,443.09
230,PP-027,GEN,GRU,scheduled,,,,2020-11-22 07:35:43.861020336,2020-11-22 09:32:52.664050101,292.87,633.69
231,PP-027,MLG-ACT,GRU,scheduled,,,,2020-11-22 08:00:59.437492689,2020-11-22 09:00:18.260933439,148.28,1869.86
232,PP-027,FUEL-PUMP,GRU,scheduled,,,,2020-11-22 08:28:36.671592371,2020-11-22 09:22:51.255544623,135.61,321.45
233,PP-027,FMC,GRU,scheduled,,,,2020-11-22 08:55:14.509781837,2020-11-22 09:38:54.102910401,109.15,878.77
234,PP-027,HYD-PUMP,GRU,scheduled,,,,2020-11-22 09:08:30.511491852,2020-11-22 11:01:20.855172735,282.1,645.71
235,PP-027,WING-SENS,GRU,scheduled,,,,2020-11-22 09:18:55.555633084,2020-11-22 10:27:51.784105492,172.34,189.56
236,PP-027,BATT,GRU,scheduled,,,,2020-11-22 09:22:01.356110335,2020-11-22 10:37:50.496327179,189.55,13.87
237,PP-027,CAB-PRESS,GRU,scheduled,,,,2020-11-22 09:35:10.723197976,2020-11-22 11:34:26.631587075,298.16,459.92
238,PP-027,FUEL-CTRL,GRU,scheduled,,,,2020-11-22 09:58:45.465161237,2020-11-22 11:05:17.003586748,166.31,1392.38
239,PP-041,ELEV-TRIM,MIA,failure,gear wear,minor,2474.4,2020-11-25 04:52:42.090094675,2020-11-25 16:12:03.937964094,1563.15,3298.78
240,PP-031,CAB-PRESS,MIA,failure,valve sticking,minor,996.5,2020-12-02 00:07:15.379739066,2020-12-02 08:27:14.530247039,1309.4,7751.85
241,PP-041,BRAKE-ASM,MIA,failure,sensor fault,major,2557.9,2020-12-04 02:15:38.411104928,2020-12-04 04:34:54.350223508,366.0,11145.3
242,PP-005,ENG-CORE,LIS,scheduled,,,,2020-12-04 06:04:49.757243775,2020-12-04 07:27:23.963692009,206.43,20309.56
243,PP-005,AIL-ACT,LIS,scheduled,,,,2020-12-04 06:40:17.359380286,2020-12-04 08:09:18.251235398,222.54,1119.15
244,PP-005,FUEL-CTRL,LIS,scheduled,,,,2020-12-04 06:50:30.485300120,2020-12-04 08:04:09.057563648,184.11,1096.87
245,PP-005,BRAKE-ASM,LIS,scheduled,,,,2020-12-04 06:50:55.584190700,2020-12-04 08:26:16.526322925,238.37,163.77
246,PP-005,FMC,LIS,scheduled,,,,2020-12-04 06:54:37.878866033,2020-12-04 07:48:56.226918443,135.76,244.69
247,PP-005,HYD-PUMP,LIS,scheduled,,,,2020-12-04 06:55:29.718204523,2020-12-04 07:42:15.062728733,116.89,851.18
248,PP-005,GEN,LIS,scheduled,,,,2020-12-04 06:57:44.872214245,2020-12-04 08:00:09.791121181,156.04,542.27
249,PP-005,MLG-ACT,LIS,scheduled,,,,2020-12-04 07:42:51.966283228,2020-12-04 08:45:31.777281947,156.66,68.95
250,PP-005,FUEL-PUMP,LIS,scheduled,,,,2020-12-04 07:47:46.901577856,2020-12-04 08:37:51.446405211,125.19,181.0
251,PP-005,NLG-STRUT,LIS,scheduled,,,,2020-12-04 08:01:49.673068450,2020-12-04 08:59:40.651317073,144.62,859.73
252,PP-005,ELEV-TRIM,LIS,scheduled,,,,2020-12-04 08:13:37.044590056,2020-12-04 09:15:22.178001335,154.38,165.09
253,PP-005,CAB-PRESS,LIS,scheduled,,,,2020-12-04 08:47:43.784032907,2020-12-04 09:51:29.130588890,159.39,150.84
254,PP-005,BATT,LIS,scheduled,,,,2020-12-04 08:50:39.469914217,2020-12-04 09:36:04.257587954,113.53,4.18
255,PP-005,APU-START,LIS,scheduled,,,,2020-12-04 09:20:00.565013694,2020-12-04 11:18:06.731501515,295.26,216.41
256,PP-005,WING-SENS,LIS,scheduled,,,,2020-12-04 09:32:34.786531165,2020-12-04 11:13:39.362280984,252.69,49.49
257,PP-004,AIL-ACT,LIS,scheduled,,,,2020-12-06 06:06:38.807629951,2020-12-06 06:54:35.748911253,119.87,752.53
258,PP-004,CAB-PRESS,LIS,scheduled,,,,2020-12-06 06:38:54.456349428,2020-12-06 07:51:28.218976571,181.41,371.93
259,PP-004,NLG-STRUT,LIS,scheduled,,,,2020-12-06 06:59:12.816343184,2020-12-06 07:58:30.649208570,148.24,550.99
260,PP-004,MLG-ACT,LIS,scheduled,,,,2020-12-06 07:25:53.173383156,2020-12-06 08:13:05.574752152,118.02,2204.04
261,PP-004,BRAKE-ASM,LIS,scheduled,,,,2020-12-06 07:52:55.144197509,2020-12-06 09:52:28.726359266,298.9,606.61
262,PP-004,BATT,LIS,scheduled,,,,2020-12-06 08:17:30.588338922,2020-12-06 09:26:49.023560131,173.27,244.55
263,PP-004,HYD-PUMP,LIS,scheduled,,,,2020-12-06 08:17:32.246537120,2020-12-06 08:55:08.005163757,93.99,823.29
264,PP-004,GEN,LIS,scheduled,,,,2020-12-06 08:25:50.634661591,2020-12-06 09:08:41.432810898,107.12,1124.03
265,PP-004,ENG-CORE,LIS,scheduled,,,,2020-12-06 08:28:44.745383693,2020-12-06 09:38:29.615952645,174.37,4625.25
266,PP-004,FUEL-PUMP,LIS,scheduled,,,,2020-12-06 09:12:31.890975170,2020-12-06 10:06:34.068075424,135.09,321.11
267,PP-004,FUEL-CTRL,LIS,scheduled,,,,2020-12-06 09:16:23.413703881,2020-12-06 11:12:50.837366049,291.14,1719.6
268,PP-004,APU-START,LIS,scheduled,,,,2020-12-06 09:18:35.347755290,2020-12-06 10:11:37.558356901,132.59,233.68
269,PP-004,WING-SENS,LIS,scheduled,,,,2020-12-06 09:44:09.339794883,2020-12-06 11:34:42.168754307,276.37,80.96
270,PP-004,ELEV-TRIM,LIS,scheduled,,,,2020-12-06 09:57:15.770200782,2020-12-06 10:37:16.743630843,100.04,260.8
271,PP-004,FMC,LIS,scheduled,,,,2020-12-06 09:57:58.231366850,2020-12-06 11:54:49.404281462,292.13,393.43
272,PP-010,APU-START,MIA,failure,motor burnout,minor,1658.9,2020-12-06 15:47:31.475700645,2020-12-07 01:47:49.153901672,1492.59,8591.59
273,PP-030,APU-START,MIA,scheduled,,,,2020-12-07 06:17:26.377519506,2020-12-07 07:08:32.112366544,127.74,457.58
274,PP-030,FMC,MIA,scheduled,,,,2020-12-07 06:36:37.297583592,2020-12-07 08:12:02.998975962,238.57,514.0
275,PP-030,FUEL-CTRL,MIA,scheduled,,,,2020-12-07 06:37:32.923731688,2020-12-07 08:31:49.489931766,285.69,603.07
276,PP-030,HYD-PUMP,MIA,scheduled,,,,2020-12-07 06:56:54.300366463,2020-12-07 08:23:50.961269786,217.36,232.16
277,PP-030,MLG-ACT,MIA,scheduled,,,,2020-12-07 06:59:47.253845032,2020-12-07 08:39:31.210376925,249.33,1813.38
278,PP-030,NLG-STRUT,MIA,scheduled,,,,2020-12-07 07:30:37.255513337,2020-12-07 08:32:25.828975307,154.52,376.09
279,PP-030,BATT,MIA,scheduled,,,,2020-12-07 08:02:26.687355171,2020-12-07 09:53:35.719554401,277.88,222.18
280,PP-030,ELEV-TRIM,MIA,scheduled,,,,2020-12-07 08:23:11.782662349,2020-12-07 09:11:27.677877713,120.66,193.24
281,PP-030,BRAKE-ASM,MIA,scheduled,,,,2020-12-07 08:27:47.345887471,2020-12-07 09:09:23.651057696,104.01,719.94
282,PP-030,CAB-PRESS,MIA,scheduled,,,,2020-12-07 08:34:42.476036229,2020-12-07 09:06:04.733330630,78.43,102.27
283,PP-030,ENG-CORE,MIA,scheduled,,,,2020-12-07 09:04:53.697914174,2020-12-07 10:56:55.153257814,280.06,568.35
284,PP-030,AIL-ACT,MIA,scheduled,,,,2020-12-07 09:25:06.364893368,2020-12-07 10:44:36.413795296,198.75,755.37
285,PP-030,GEN,MIA,scheduled,,,,2020-12-07 09:25:42.832436347,2020-12-07 10:13:56.481010375,120.57,1333.34
286,PP-030,WING-SENS,MIA,scheduled,,,,2020-12-07 09:54:51.886339930,2020-12-07 11:42:12.794016580,268.37,92.82
287,PP-030,FUEL-PUMP,MIA,scheduled,,,,2020-12-07 09:59:10.683271293,2020-12-07 11:04:05.031124265,162.26,382.58
288,PP-031,GEN,MIA,scheduled,,,,2020-12-10 06:27:19.034936609,2020-12-10 07:15:30.164030421,120.46,1282.8
289,PP-020,GEN,GRU,scheduled,,,,2020-12-10 06:30:26.706779220,2020-12-10 07:06:36.799272104,90.42,501.52
290,PP-020,APU-START,GRU,scheduled,,,,2020-12-10 06:34:56.416246866,2020-12-10 07:51:42.339577432,191.91,648.25
291,PP-020,BRAKE-ASM,GRU,scheduled,,,,2020-12-10 06:50:58.780047256,2020-12-10 07:53:33.227378045,156.44,376.23
292,PP-020,AIL-ACT,GRU,scheduled,,,,2020-12-10 06:55:05.571374719,2020-12-10 08:16:29.616754882,203.5,689.86
293,PP-020,ELEV-TRIM,GRU,scheduled,,,,2020-12-10 07:13:47.903737810,2020-12-10 07:44:46.865827324,77.46,93.96
294,PP-020,BATT,GRU,scheduled,,,,2020-12-10 07:14:31.785727903,2020-12-10 08:10:58.835463865,141.13,230.43
295,PP-020,NLG-STRUT,GRU,scheduled,,,,2020-12-10 07:29:36.524152885,2020-12-10 08:58:16.331913048,221.66,278.09
296,PP-031,FUEL-PUMP,MIA,scheduled,,,,2020-12-10 07:33:34.972832810,2020-12-10 08:24:15.882319213,126.7,498.7
297,PP-031,FMC,MIA,scheduled,,,,2020-12-10 07:33:56.216566284,2020-12-10 09:17:39.250429832,259.29,24.51
298,PP-020,HYD-PUMP,GRU,scheduled,,,,2020-12-10 07:34:18.629902005,2020-12-10 08:58:44.227371724,211.07,494.38
299,PP-020,FMC,GRU,scheduled,,,,2020-12-10 07:42:05.080410595,2020-12-10 09:35:47.813143939,284.28,1899.25
300,PP-020,CAB-PRESS,GRU,scheduled,,,,2020-12-10 07:46:21.982153843,2020-12-10 09:35:25.867037467,272.66,204.47
